IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
15.161.40.69,2087,80,false,MXP,Europe,IT,Milan,178,0.00
13.49.119.167,2082,80,false,ARN,Europe,SE,Stockholm,179,0.00
15.160.15.255,2082,80,false,MXP,Europe,IT,Milan,179,0.00
13.36.162.145,2095,80,false,CDG,Europe,FR,Paris,179,0.00
52.76.182.63,2053,80,false,SIN,Asia Pacific,SG,Singapore,179,0.00
13.215.80.221,2096,80,false,SIN,Asia Pacific,SG,Singapore,179,0.00
13.237.94.188,2095,80,false,SYD,Oceania,AU,Sydney,179,0.00
15.160.15.255,2053,80,false,MXP,Europe,IT,Milan,179,0.00
54.253.222.7,2095,80,false,SYD,Oceania,AU,Sydney,179,0.00
15.161.119.140,2086,80,false,MXP,Europe,IT,Milan,180,0.00
3.69.25.159,8080,80,false,FRA,Europe,DE,Frankfurt,180,0.00
54.155.155.196,2087,80,false,DUB,Europe,IE,Dublin,180,0.00
15.160.15.255,2096,80,false,MXP,Europe,IT,Milan,180,0.00
15.160.80.28,2083,80,false,MXP,Europe,IT,Milan,180,0.00
15.161.74.249,2082,80,false,MXP,Europe,IT,Milan,180,0.00
15.160.15.255,2086,80,false,MXP,Europe,IT,Milan,180,0.00
15.160.19.149,2083,80,false,MXP,Europe,IT,Milan,180,0.00
54.79.197.209,2082,80,false,SYD,Oceania,AU,Sydney,181,0.00
54.150.91.84,443,443,true,NRT,Asia Pacific,JP,Tokyo,181,0.00
15.160.15.101,2087,80,false,MXP,Europe,IT,Milan,182,0.00
15.160.15.101,2083,80,false,MXP,Europe,IT,Milan,182,0.00
15.160.14.66,2086,80,false,MXP,Europe,IT,Milan,182,0.00
13.49.119.167,2096,80,false,ARN,Europe,SE,Stockholm,182,0.00
51.92.70.133,2095,80,false,MAD,Europe,ES,Madrid,183,0.00
13.49.119.167,2083,80,false,ARN,Europe,SE,Stockholm,183,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,KR,Seoul,183,0.00
15.160.80.28,2053,80,false,MXP,Europe,IT,Milan,183,0.00
15.160.15.101,2096,80,false,MXP,Europe,IT,Milan,183,0.00
15.160.80.28,2096,80,false,MXP,Europe,IT,Milan,183,0.00
15.160.14.66,2053,80,false,MXP,Europe,IT,Milan,184,0.00
15.160.250.170,2082,80,false,MXP,Europe,IT,Milan,184,0.00
13.36.162.145,2083,80,false,CDG,Europe,FR,Paris,184,0.00
13.53.47.110,2052,80,false,ARN,Europe,SE,Stockholm,184,0.00
3.8.100.112,8080,80,false,LHR,Europe,GB,London,184,0.00
15.161.40.69,2082,80,false,MXP,Europe,IT,Milan,184,0.00
13.36.253.240,2087,80,false,CDG,Europe,FR,Paris,184,0.00
15.161.119.140,2087,80,false,MXP,Europe,IT,Milan,184,0.00
65.1.148.157,80,80,false,BOM,Asia Pacific,IN,Mumbai,184,0.00
15.160.19.149,2053,80,false,MXP,Europe,IT,Milan,185,0.00
54.66.80.167,2087,80,false,SYD,Oceania,AU,Sydney,185,0.00
15.160.250.170,2053,80,false,MXP,Europe,IT,Milan,185,0.00
15.160.80.28,2095,80,false,MXP,Europe,IT,Milan,185,0.00
13.51.138.200,2095,80,false,ARN,Europe,SE,Stockholm,185,0.00
15.160.250.170,2095,80,false,MXP,Europe,IT,Milan,185,0.00
51.92.103.115,2052,80,false,MAD,Europe,ES,Madrid,185,0.00
13.51.138.200,2083,80,false,ARN,Europe,SE,Stockholm,186,0.00
15.160.15.255,2052,80,false,MXP,Europe,IT,Milan,186,0.00
15.160.252.181,2052,80,false,MXP,Europe,IT,Milan,186,0.00
15.160.15.101,2053,80,false,MXP,Europe,IT,Milan,186,0.00
51.92.53.152,2095,80,false,MAD,Europe,ES,Madrid,186,0.00
15.161.74.249,2087,80,false,MXP,Europe,IT,Milan,186,0.00
65.0.144.242,2087,80,false,BOM,Asia Pacific,IN,Mumbai,187,0.00
13.51.172.216,443,443,true,AMS,Europe,NL,Amsterdam,187,0.00
54.252.91.41,2052,80,false,SYD,Oceania,AU,Sydney,188,0.00
13.49.119.167,2095,80,false,ARN,Europe,SE,Stockholm,188,0.00
13.49.119.167,2086,80,false,ARN,Europe,SE,Stockholm,189,0.00
13.236.104.165,2086,80,false,SYD,Oceania,AU,Sydney,189,0.00
51.92.10.146,2086,80,false,MAD,Europe,ES,Madrid,189,0.00
13.49.6.192,2096,80,false,ARN,Europe,SE,Stockholm,189,0.00
13.36.162.145,2087,80,false,CDG,Europe,FR,Paris,189,0.00
51.92.103.115,2083,80,false,MAD,Europe,ES,Madrid,189,0.00
13.49.119.167,2052,80,false,ARN,Europe,SE,Stockholm,189,0.00
13.49.119.167,2053,80,false,ARN,Europe,SE,Stockholm,190,0.00
13.53.47.110,2087,80,false,ARN,Europe,SE,Stockholm,190,0.00
13.237.94.188,2083,80,false,SYD,Oceania,AU,Sydney,190,0.00
13.49.6.192,2087,80,false,ARN,Europe,SE,Stockholm,190,0.00
13.49.6.192,2053,80,false,ARN,Europe,SE,Stockholm,190,0.00
3.67.232.136,80,80,false,FRA,Europe,DE,Frankfurt,191,0.00
15.160.80.28,2087,80,false,MXP,Europe,IT,Milan,191,0.00
13.250.38.94,80,80,false,SIN,Asia Pacific,SG,Singapore,191,0.00
51.92.70.133,2087,80,false,MAD,Europe,ES,Madrid,191,0.00
52.47.134.23,80,80,false,CDG,Europe,FR,Paris,191,0.00
13.49.119.167,2087,80,false,ARN,Europe,SE,Stockholm,191,0.00
13.49.6.192,2082,80,false,ARN,Europe,SE,Stockholm,192,0.00
54.253.222.7,2082,80,false,SYD,Oceania,AU,Sydney,193,0.00
15.160.80.28,2052,80,false,MXP,Europe,IT,Milan,194,0.00
99.80.238.19,2052,80,false,DUB,Europe,IE,Dublin,194,0.00
15.160.14.66,2052,80,false,MXP,Europe,IT,Milan,195,0.00
13.36.162.145,2096,80,false,CDG,Europe,FR,Paris,196,0.00
51.92.10.146,2052,80,false,MAD,Europe,ES,Madrid,197,0.00
13.36.162.145,2082,80,false,CDG,Europe,FR,Paris,197,0.00
15.161.74.249,2086,80,false,MXP,Europe,IT,Milan,197,0.00
51.92.103.115,2096,80,false,MAD,Europe,ES,Madrid,197,0.00
15.161.40.69,2083,80,false,MXP,Europe,IT,Milan,198,0.00
51.92.103.115,2082,80,false,MAD,Europe,ES,Madrid,198,0.00
15.160.80.28,2086,80,false,MXP,Europe,IT,Milan,199,0.00
99.80.238.19,2082,80,false,DUB,Europe,IE,Dublin,199,0.00
15.161.119.140,2082,80,false,MXP,Europe,IT,Milan,200,0.00
13.51.138.200,2096,80,false,ARN,Europe,SE,Stockholm,200,0.00
13.36.24.111,2086,80,false,CDG,Europe,FR,Paris,201,0.00
54.177.71.208,80,8080,false,SJC,North America,US,San Jose,202,0.00
51.92.103.115,2095,80,false,MAD,Europe,ES,Madrid,202,0.00
54.252.91.41,2095,80,false,SYD,Oceania,AU,Sydney,202,0.00
3.68.62.122,80,80,false,FRA,Europe,DE,Frankfurt,203,0.00
54.155.155.196,2095,80,false,DUB,Europe,IE,Dublin,203,0.00
3.68.31.54,80,80,false,FRA,Europe,DE,Frankfurt,205,0.00
51.92.10.146,2096,80,false,MAD,Europe,ES,Madrid,205,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,SG,Singapore,206,0.00
54.155.155.196,2052,80,false,DUB,Europe,IE,Dublin,207,0.00
15.161.74.249,2053,80,false,MXP,Europe,IT,Milan,208,0.00
51.92.10.146,2083,80,false,MAD,Europe,ES,Madrid,210,0.00
13.36.253.240,2086,80,false,CDG,Europe,FR,Paris,212,0.00
54.252.91.41,2053,80,false,SYD,Oceania,AU,Sydney,212,0.00
15.161.119.140,2096,80,false,MXP,Europe,IT,Milan,215,0.00
15.161.40.69,2096,80,false,MXP,Europe,IT,Milan,215,0.00
15.160.252.181,2087,80,false,MXP,Europe,IT,Milan,216,0.00
13.215.211.239,8080,80,false,SIN,Asia Pacific,SG,Singapore,216,0.00
54.149.238.211,80,80,false,PDX,North America,US,Portland,216,0.00
52.33.8.219,80,80,false,PDX,North America,US,Portland,217,0.00
13.51.138.200,2086,80,false,ARN,Europe,SE,Stockholm,217,0.00
15.160.252.181,2095,80,false,MXP,Europe,IT,Milan,218,0.00
35.88.213.45,443,443,true,PDX,North America,US,Portland,219,0.00
44.239.189.120,80,80,false,PDX,North America,US,Portland,219,0.00
54.185.24.100,8080,80,false,SEA,North America,US,Seattle,219,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,SG,Singapore,220,0.00
54.213.241.206,80,8080,false,SEA,North America,US,Seattle,221,0.00
99.80.238.19,2086,80,false,DUB,Europe,IE,Dublin,222,0.00
15.161.74.249,2083,80,false,MXP,Europe,IT,Milan,222,0.00
54.213.94.219,80,8080,false,PDX,North America,US,Portland,223,0.00
54.213.92.168,80,8080,false,SEA,North America,US,Seattle,223,0.00
15.161.74.249,2096,80,false,MXP,Europe,IT,Milan,224,0.00
13.211.0.227,2082,80,false,SYD,Oceania,AU,Sydney,226,0.00
15.161.119.140,2052,80,false,MXP,Europe,IT,Milan,226,0.00
54.252.91.41,2083,80,false,SYD,Oceania,AU,Sydney,228,0.00
13.49.6.192,2095,80,false,ARN,Europe,SE,Stockholm,229,0.00
13.36.63.124,2082,80,false,CDG,Europe,FR,Paris,229,0.00
15.160.14.66,2082,80,false,MXP,Europe,IT,Milan,229,0.00
15.160.15.101,2086,80,false,MXP,Europe,IT,Milan,229,0.00
15.160.250.170,2087,80,false,MXP,Europe,IT,Milan,230,0.00
13.51.8.177,443,443,true,ARN,Europe,SE,Stockholm,230,0.00
99.80.238.19,2096,80,false,DUB,Europe,IE,Dublin,230,0.00
54.253.222.7,2053,80,false,SYD,Oceania,AU,Sydney,231,0.00
15.160.19.149,2096,80,false,MXP,Europe,IT,Milan,235,0.00
15.160.15.255,2087,80,false,MXP,Europe,IT,Milan,236,0.00
54.252.91.41,2086,80,false,SYD,Oceania,AU,Sydney,239,0.00
54.187.220.224,443,80,false,PDX,North America,US,Portland,239,0.00
54.66.80.167,2083,80,false,SYD,Oceania,AU,Sydney,242,0.00
15.161.74.249,2052,80,false,MXP,Europe,IT,Milan,242,0.00
54.66.80.167,2086,80,false,SYD,Oceania,AU,Sydney,242,0.00
51.92.103.115,2053,80,false,MAD,Europe,ES,Madrid,244,0.00
51.92.70.133,2082,80,false,MAD,Europe,ES,Madrid,245,0.00
13.51.138.200,2053,80,false,ARN,Europe,SE,Stockholm,245,0.00
51.92.78.246,2087,80,false,MAD,Europe,ES,Madrid,247,0.00
54.255.135.20,443,443,true,SIN,Asia Pacific,SG,Singapore,253,0.00
52.60.241.195,2095,80,false,YUL,North America,CA,Montréal,255,0.00
99.79.195.241,80,80,false,YUL,North America,CA,Montréal,255,0.00
15.160.252.181,2086,80,false,MXP,Europe,IT,Milan,256,0.00
52.60.241.195,2052,80,false,YUL,North America,CA,Montréal,258,0.00
52.60.241.195,2087,80,false,YUL,North America,CA,Montréal,258,0.00
52.60.241.195,2086,80,false,YUL,North America,CA,Montréal,260,0.00
51.20.163.38,2053,443,true,ARN,Europe,SE,Stockholm,262,0.00
52.60.241.195,2082,80,false,YUL,North America,CA,Montréal,265,0.00
13.36.63.124,2095,80,false,CDG,Europe,FR,Paris,267,0.00
3.99.221.97,443,443,true,YUL,North America,CA,Montréal,268,0.00
15.160.252.181,2083,80,false,MXP,Europe,IT,Milan,271,0.00
13.36.63.124,2096,80,false,CDG,Europe,FR,Paris,272,0.00
52.60.241.195,2083,80,false,YUL,North America,CA,Montréal,272,0.00
15.160.252.181,2082,80,false,MXP,Europe,IT,Milan,274,0.00
3.99.170.35,443,443,true,YUL,North America,CA,Montréal,274,0.00
52.60.241.195,2096,80,false,YUL,North America,CA,Montréal,275,0.00
51.112.82.64,80,80,false,MRS,Europe,FR,Marseille,275,0.00
15.160.252.181,2053,80,false,MXP,Europe,IT,Milan,277,0.00
15.161.119.140,2095,80,false,MXP,Europe,IT,Milan,278,0.00
13.36.63.124,2052,80,false,CDG,Europe,FR,Paris,282,0.00
13.36.24.111,2095,80,false,CDG,Europe,FR,Paris,283,0.00
52.38.135.30,443,443,true,SEA,North America,US,Seattle,284,0.00
54.66.80.167,2053,80,false,SYD,Oceania,AU,Sydney,284,0.00
15.161.119.140,2083,80,false,MXP,Europe,IT,Milan,284,0.00
13.36.24.111,2087,80,false,CDG,Europe,FR,Paris,290,0.00
13.36.24.111,2096,80,false,CDG,Europe,FR,Paris,291,0.00
50.112.212.129,80,8080,false,PDX,North America,US,Portland,295,0.00
52.49.72.28,443,443,true,DUB,Europe,IE,Dublin,299,0.00
13.246.85.121,2087,80,false,CPT,Africa,ZA,Cape Town,301,0.00
13.245.152.196,2086,80,false,CPT,Africa,ZA,Cape Town,302,0.00
13.245.152.196,2053,80,false,CPT,Africa,ZA,Cape Town,303,0.00
13.246.85.121,2086,80,false,CPT,Africa,ZA,Cape Town,304,0.00
3.98.144.88,443,443,true,YUL,North America,CA,Montréal,304,0.00
13.245.152.196,2082,80,false,CPT,Africa,ZA,Cape Town,305,0.00
13.246.85.121,2083,80,false,CPT,Africa,ZA,Cape Town,305,0.00
13.245.152.196,2096,80,false,CPT,Africa,ZA,Cape Town,306,0.00
13.246.85.121,2053,80,false,CPT,Africa,ZA,Cape Town,308,0.00
3.99.248.18,443,443,true,YUL,North America,CA,Montréal,312,0.00
52.49.110.151,443,443,true,DUB,Europe,IE,Dublin,313,0.00
13.246.186.216,8080,80,false,CPT,Africa,ZA,Cape Town,314,0.00
3.99.214.213,443,443,true,YUL,North America,CA,Montréal,316,0.00
52.60.241.195,2053,80,false,YUL,North America,CA,Montréal,317,0.00
13.36.253.240,2052,80,false,CDG,Europe,FR,Paris,323,0.00
47.130.47.224,443,443,true,SIN,Asia Pacific,SG,Singapore,327,0.00
13.36.24.111,2083,80,false,CDG,Europe,FR,Paris,332,0.00
54.207.253.122,2087,80,false,GRU,South America,BR,São Paulo,346,0.00
13.246.85.121,2095,80,false,CPT,Africa,ZA,Cape Town,350,0.00
3.99.214.116,443,443,true,YUL,North America,CA,Montréal,351,0.00
54.207.234.93,80,80,false,GRU,South America,BR,São Paulo,357,0.00
13.125.218.78,443,443,true,ICN,Asia Pacific,KR,Seoul,358,0.00
54.233.145.43,80,80,false,GRU,South America,BR,São Paulo,360,0.00
54.207.253.122,2083,80,false,GRU,South America,BR,São Paulo,362,0.00
54.94.181.99,2087,80,false,GRU,South America,BR,São Paulo,366,0.00
54.207.253.122,2095,80,false,GRU,South America,BR,São Paulo,384,0.00
13.246.85.121,2082,80,false,CPT,Africa,ZA,Cape Town,385,0.00
52.29.224.33,80,80,false,FRA,Europe,DE,Frankfurt,434,0.00
